Founder,Investor,Match Score
Safe Superintelligence,Hirschvogel Ventures,75
Safe Superintelligence,Hitachi Ventures,75
Safe Superintelligence,HoaQ,75
Safe Superintelligence,Hummingbird Capital Partners,75
Safe Superintelligence,Hummingbird Ventures,75
Safe Superintelligence,Hustle Fund,75
Safe Superintelligence,Idekapital,75
Safe Superintelligence,IGC Fund,75
Safe Superintelligence,Iluminar Ventures,75
Safe Superintelligence,Improve Ventures,75
Safe Superintelligence,IMS Digital Ventures,75
Safe Superintelligence,Industrifonden,75
Safe Superintelligence,Innovation Industries,75
Safe Superintelligence,Intonation Ventures,75
Safe Superintelligence,Investible,75
Safe Superintelligence,Iporanga Ventures,75
Safe Superintelligence,Island Capital Partners,75
Safe Superintelligence,Iterative Venture,75
Safe Superintelligence,Jaiatech Ventures,75
Safe Superintelligence,JME Ventures,75
Safe Superintelligence,JPIN Venture Cataysts,75
Safe Superintelligence,Jumpspeed Ventures,75
Safe Superintelligence,JVP Jerusalem Venture Partners,75
Safe Superintelligence,Kalaari Capital,75
Safe Superintelligence,Kalyna Capital,75
Safe Superintelligence,Kapita Investment Group AB,75
Safe Superintelligence,Karmen,75
Safe Superintelligence,Keen Venture Partners,75
Safe Superintelligence,Kenneth Auchenberg,75
Safe Superintelligence,Kerala Ventures,75
Safe Superintelligence,Kindred Capital,75
Safe Superintelligence,KK39 Ventures,75
Safe Superintelligence,Knockout Capital,75
Safe Superintelligence,Kogito Ventures,75
Safe Superintelligence,Kompas VC,75
Safe Superintelligence,KPN Ventures,75
Safe Superintelligence,LAUNCHub Ventures,75
Safe Superintelligence,LBBW Venture Capital,75
Safe Superintelligence,Leonard,75
Safe Superintelligence,Leonis Investissement,75
Safe Superintelligence,Lexi Ventures,75
Safe Superintelligence,Link Capital,75
Safe Superintelligence,LiveOak Venture Partners,75
Safe Superintelligence,Looking Glass Capital,75
Safe Superintelligence,Love Ventures,75
Safe Superintelligence,Luca Franchini,75
Safe Superintelligence,M12 - Microsoft Venture Fund,75
Safe Superintelligence,Macdoch Ventures,75
Safe Superintelligence,Macif Innovation,75
Safe Superintelligence,Maersk Growth,75
Safe Superintelligence,Marathon Venture Capital,75
Safe Superintelligence,Mariusz Szynalik,75
Safe Superintelligence,Martlet Capital,75
Safe Superintelligence,MassMutual Ventures,75
Safe Superintelligence,Matr Ventures,75
Safe Superintelligence,MediaTech Ventures,75
Safe Superintelligence,Mendoza Ventures,75
Safe Superintelligence,Mer Angels,75
Safe Superintelligence,MIP Milano Investment Partners SGR,75
Safe Superintelligence,Moneta Ventures,75
Safe Superintelligence,Morro Ventures,75
Safe Superintelligence,Motorola Solutions Venture Capital,75
Safe Superintelligence,Mountain Labs,75
Safe Superintelligence,Mouro Capital,75
Safe Superintelligence,Munich Re Ventures,75
Safe Superintelligence,Mustard Seed Maze,75
Safe Superintelligence,National Telecom,75
Safe Superintelligence,Nationwide Ventures,75
Safe Superintelligence,Navigate Ventures,75
Safe Superintelligence,NCA ,75
Safe Superintelligence,Necessary Ventures,75
Safe Superintelligence,New Age Ventures,75
Safe Superintelligence,Newland Syndicate,75
Safe Superintelligence,Newzone Ventures,75
Safe Superintelligence,Nick Cobb,75
Safe Superintelligence,Nikaia Ventures,75
Safe Superintelligence,No Label Ventures,75
Safe Superintelligence,Norrsken VC,75
Safe Superintelligence,Nova,75
Safe Superintelligence,NVP Norwest Venture Partners,75
Safe Superintelligence,O2 Angels Network,75
Safe Superintelligence,Obratori,75
Safe Superintelligence,One Way Ventures,75
Safe Superintelligence,OneVentures,75
Safe Superintelligence,OpenOcean,75
Safe Superintelligence,OpenVC Test Fund 1,75
Safe Superintelligence,Origins Fund,75
Safe Superintelligence,Otium Capital,75
Safe Superintelligence,Outlier Ventures,75
Safe Superintelligence,OVC Fund,75
Safe Superintelligence,Overlooked Ventures,75
Safe Superintelligence,Ovo Fund,75
Safe Superintelligence,Oxx Ventures,75
Safe Superintelligence,P101 Ventures,75
Safe Superintelligence,Page One Ventures,75
Safe Superintelligence,Panache Ventures,75
Safe Superintelligence,Paris Business Angels,75
Safe Superintelligence,Pawel Schapiro,75
Safe Superintelligence,Pegasus India Evolving Opportunities Funds,75
Safe Superintelligence,Pesu Venture Labs,75
Safe Superintelligence,Pipe,75
Safe Superintelligence,Planet A,75
Safe Superintelligence,Plumule Advisory,75
Safe Superintelligence,Plus Venture Capital (+VC),75
Safe Superintelligence,Plymouth Growth,75
Safe Superintelligence,Primo Ventures,75
Safe Superintelligence,Progress Tech Transfer,75
Safe Superintelligence,Progression Fund,75
Safe Superintelligence,Project A Ventures,75
Safe Superintelligence,Prospective Technologies VC,75
Safe Superintelligence,Prosto VC,75
Safe Superintelligence,Protocol Labs,75
Safe Superintelligence,Psion Partners,75
Safe Superintelligence,Pygma,75
Safe Superintelligence,QNBeyond Ventures,75
Safe Superintelligence,Rajat Parikh,75
Safe Superintelligence,Randev Ventures (Family Office),75
Safe Superintelligence,Real Tech Holdings,75
Safe Superintelligence,Regah Ventures,75
Safe Superintelligence,Reinventure Capital,75
Safe Superintelligence,Relatively Fund,75
Safe Superintelligence,Remote First Capital,75
Safe Superintelligence,Revo Capital,75
Safe Superintelligence,RevTech Ventures,75
Safe Superintelligence,Rhodium Ventures,75
Safe Superintelligence,Richfox Capital Investment Management AG,75
Safe Superintelligence,Roca X,75
Safe Superintelligence,Roselake Ventures,75
Safe Superintelligence,Rutuja Jagtap,75
Safe Superintelligence,Saka Ventures,75
Safe Superintelligence,Samaipata,75
Safe Superintelligence,Samsung Catalyst Fund,75
Safe Superintelligence,Samsung Next,75
Safe Superintelligence,Samyakth Capital,75
Safe Superintelligence,sandstorm.vc,75
Safe Superintelligence,Sandwater,75
Safe Superintelligence,Satus Starter,75
Safe Superintelligence,ScaleGood Fund,75
Safe Superintelligence,ScienceVest,75
Safe Superintelligence,Scrum Ventures,75
Safe Superintelligence,Sea Fund,75
Safe Superintelligence,Seb Alliance,75
Safe Superintelligence,Secure Octane Investments,75
Safe Superintelligence,Secways,75
Safe Superintelligence,Seed Capital,75
Safe Superintelligence,Seed Smart,75
Safe Superintelligence,Seedrs,75
Safe Superintelligence,Seedstars Africa Ventures,75
Safe Superintelligence,Semantic Ventures,75
Safe Superintelligence,Semapa Next,75
Safe Superintelligence,Seraphim Space,75
Safe Superintelligence,Seventure - Digital Technologies,75
Safe Superintelligence,SFINE - Société de Financement de l Innovation Numérique en Essonne,75
Safe Superintelligence,Shorooq Partners,75
Safe Superintelligence,Side Stage Ventures,75
Safe Superintelligence,Signals Pre-Seed,75
Safe Superintelligence,simple.Capital(),75
Safe Superintelligence,Simsan Ventures,75
Safe Superintelligence,Singular,75
Safe Superintelligence,SK Ventures,75
Safe Superintelligence,Skystar Capital,75
Safe Superintelligence,Sony Innovation Fund,75
Safe Superintelligence,SOSV,75
Safe Superintelligence,Sova VC,75
Safe Superintelligence,Spacecadet Ventures,75
Safe Superintelligence,Speedinvest,75
Safe Superintelligence,Spintop Ventures,75
Safe Superintelligence,Spring Capital (Estonia),75
Safe Superintelligence,Starquest Capital,75
Safe Superintelligence,Startup Sherpas,75
Safe Superintelligence,Startup-O,75
Safe Superintelligence,Startupfon,75
Safe Superintelligence,Strategic Group,75
Safe Superintelligence,Sugar Capital,75
Safe Superintelligence,Sunfish Partners,75
Safe Superintelligence,Sunsino Venture Group,75
Safe Superintelligence,Superbet Ventures,75
Safe Superintelligence,SurgeDAO,75
Safe Superintelligence,SWaN & Legend Venture Partners,75
Safe Superintelligence,Swiss Founders Fund,75
Safe Superintelligence,Swisscom Ventures,75
Safe Superintelligence,Taver Capital,75
Safe Superintelligence,TecPier,75
Safe Superintelligence,Teknasyon,75
Safe Superintelligence,Telkomsel VC,75
Safe Superintelligence,Terra Venture Partners,75
Safe Superintelligence,TGFS Technologiegründerfonds Sachsen,75
Safe Superintelligence,The Helm,75
Safe Superintelligence,The Moon Venture,75
Safe Superintelligence,The Westly Group,75
Safe Superintelligence,TheClubDeal Capital Advisors,75
Safe Superintelligence,TheVentureCity,75
Safe Superintelligence,Thundermountain,75
Safe Superintelligence,Titan Capital,75
Safe Superintelligence,Trend Forward Capital,75
Safe Superintelligence,TRGC,75
Safe Superintelligence,Trind Ventures,75
Safe Superintelligence,Triumph Culture Capital,75
Safe Superintelligence,True Altitude,75
Safe Superintelligence,TRUMPF Venture,75
Safe Superintelligence,TS Ventures,75
Safe Superintelligence,Ulixes Capital Partners,75
Safe Superintelligence,Ulu Ventures,75
Safe Superintelligence,Unbridled Ventures,75
Safe Superintelligence,United Ventures,75
Safe Superintelligence,Unitus Ventures,75
Safe Superintelligence,Unknown Ventures,75
Safe Superintelligence,Unpopular Ventures,75
Safe Superintelligence,Unshackled Ventures,75
Safe Superintelligence,Upliift,75
Safe Superintelligence,Urban Innovation Fund,75
Safe Superintelligence,UTEC - The University of Tokyo Edge Capital,75
Safe Superintelligence,UVC Partners,75
Safe Superintelligence,Vectr Ventures,75
Safe Superintelligence,Velocity Partners,75
Safe Superintelligence,Venista Ventures,75
Safe Superintelligence,Venpace,75
Safe Superintelligence,Vesna Capital,75
Safe Superintelligence,Vinci Venture Capital,75
Safe Superintelligence,Voima Ventures,75
Safe Superintelligence,Volpe Ventures,75
Safe Superintelligence,Volution,75
Safe Superintelligence,VU Venture Partners,75
Safe Superintelligence,Watertower Ventures,75
Safe Superintelligence,Wave Ventures,75
Safe Superintelligence,Wix Capital,75
Safe Superintelligence,WOCstar Fund,75
Safe Superintelligence,XY Ventures,75
Safe Superintelligence,ZAKA VC,75
Safe Superintelligence,Zell Capital,75
Safe Superintelligence,Zephyr Angels,75
Safe Superintelligence,ZWC Partners,75
Safe Superintelligence, Third Prime,75
Safe Superintelligence,91springboard,75
Safe Superintelligence,Aaron Holiday,75
Safe Superintelligence,Aaron Patzer,75
Safe Superintelligence,Aavishkaar group,75
Safe Superintelligence,"Abdul Paravengal
",75
Safe Superintelligence,Abhinav Sinha,75
Safe Superintelligence,Abhishek Sharma,75
Safe Superintelligence,Adam Bird,75
Safe Superintelligence,Adam D?Angelo,75
Safe Superintelligence,Adam Gries,75
Safe Superintelligence,Adam Gross,75
Safe Superintelligence,Adam Nash,75
Safe Superintelligence,Ahti Heinla,75
Safe Superintelligence,"Ajay Gupta
",75
Safe Superintelligence,Akiko Fujikawa,75
Safe Superintelligence,"Akshay Chaturvedi
",75
Safe Superintelligence,Alex Dovzhikov,75
Safe Superintelligence,Alex Hartz,75
Safe Superintelligence,Alex Zhuravlev,75
Safe Superintelligence,Alexis Bonillo,75
Safe Superintelligence,Alexis Chiotis,75
Safe Superintelligence,Ali Kutay,75
Safe Superintelligence,Alistair Russell,75
Safe Superintelligence,"Aman Gupta
",75
Safe Superintelligence,Amar Rajani,75
Safe Superintelligence,An Cho,75
Safe Superintelligence,Anamitra Banerji,75
Safe Superintelligence,Anand Chandrasekaran,75
Safe Superintelligence,Anand Iyer,75
Safe Superintelligence,"Anand Shah
",75
Safe Superintelligence,Anand Swaminathan,75
Safe Superintelligence,Andreas Klinger,75
Safe Superintelligence,Andrew Gluck,75
Safe Superintelligence,Andrew Peterson,75
Safe Superintelligence,Andrew Robb,75
Safe Superintelligence,Andrew Stott,75
Safe Superintelligence,Andrew Weisz,75
Safe Superintelligence,Andrey Khusid,75
Safe Superintelligence,Andy Rankin,75
Safe Superintelligence,Andy Stevens,75
Safe Superintelligence,Angelique Berge,75
Safe Superintelligence,Aniketh Jain,75
Safe Superintelligence,Ankit Garg,75
Safe Superintelligence,"Ankur Mittal
",75
Safe Superintelligence,Ankur Warikoo,75
Safe Superintelligence,Anthill,75
Safe Superintelligence,Anthropocene Ventures,75
Safe Superintelligence,"Anuj Golecha
",75
Safe Superintelligence,"Anuj Srivastava
",75
Safe Superintelligence,Aprameya Radhakrishna,75
Safe Superintelligence,"Apurva Chamaria
",75
Safe Superintelligence,Apurva Dalal,75
Safe Superintelligence,Arianna Huffington,75
Safe Superintelligence,Ariel Poler,75
Safe Superintelligence,"Arjun Vaidya
",75
Safe Superintelligence,Arvind Parthiban,75
Safe Superintelligence,"Ashish Goel
",75
Safe Superintelligence,"Ashish Gupta
",75
Safe Superintelligence,Ashish Hemrajani,75
Safe Superintelligence,"Ashish Sharma
",75
Safe Superintelligence,Ashish Tulsian,75
Safe Superintelligence,"Ashutosh Valani
",75
Safe Superintelligence,Asish Mohapatra,75
Safe Superintelligence,Avi Meir,75
Safe Superintelligence,Avishai Abrahami,75
Safe Superintelligence,Aykut Karaalioglu,75
Safe Superintelligence,Aynsley Damery,75
Safe Superintelligence,Barbara Jones,75
Safe Superintelligence,BBG Ventures,75
Safe Superintelligence,BBG Ventures,75
Safe Superintelligence,Because Ventures,75
Safe Superintelligence,Becca Shmukler,75
Safe Superintelligence,Ben Lang,75
Safe Superintelligence,Ben Mathews,75
Safe Superintelligence,Ben Porterfield,75
Safe Superintelligence,Ben Savage,75
Safe Superintelligence,Ben Zises,75
Safe Superintelligence,Benoit Charles-Lavauzelle,75
Safe Superintelligence,Betsy Cohen,75
Safe Superintelligence,Better Capital,75
Safe Superintelligence,"Binny Bansal
",75
Safe Superintelligence,Black Tech Nation Ventures,75
Safe Superintelligence,Blaine Vess,75
Safe Superintelligence,Bluestein Ventures,75
Safe Superintelligence,Brad Hunstable,75
Safe Superintelligence,Bret Taylor,75
Safe Superintelligence,Brian Balfour,75
Safe Superintelligence,Brian Distelburger,75
Safe Superintelligence,Brian O'Kelley,75
Safe Superintelligence,Bruce Hamilton,75
Safe Superintelligence,Bullish,75
Safe Superintelligence,Bullish,75
Safe Superintelligence,Callais Capital,75
Safe Superintelligence,"Camila Saruhashi
",75
Safe Superintelligence,Capacity Capital,75
Safe Superintelligence,"Caspian Investments
",75
Safe Superintelligence,Catalyst by Wellstar,75
Safe Superintelligence,"Chad Byers
",75
Safe Superintelligence,"Chakradhar Gade
",75
Safe Superintelligence,"Chand Das
",75
Safe Superintelligence,Chris Comparato,75
Safe Superintelligence,Chris Hadley,75
Safe Superintelligence,"Chris Harper
",75
Safe Superintelligence,Chris Mairs,75
Safe Superintelligence,"Chris Wake
",75
Safe Superintelligence,Chris Wang,75
Safe Superintelligence,Christian Henschel,75
Safe Superintelligence,Christian Vollmann,75
Safe Superintelligence,Christoph Wilke,75
Safe Superintelligence,Christopher Freese,75
Safe Superintelligence,Christopher Manning,75
Safe Superintelligence,"Clara Brenner
",75
Safe Superintelligence,Clarence So,75
Safe Superintelligence,Collaborative Capital Opportunity Fund,75
Safe Superintelligence,Company Ventures,75
Safe Superintelligence,Correlation Ventures,75
Safe Superintelligence,Costis Kompis,75
Safe Superintelligence,Curt Hopkins,75
Safe Superintelligence,Dalibor Siroky,75
Safe Superintelligence,"Dan Bragiel
",75
Safe Superintelligence,Dan Kiely,75
Safe Superintelligence,"Dan Kimerling
",75
Safe Superintelligence,"Dan Westgarth
",75
Safe Superintelligence,Daniel Dines,75
Safe Superintelligence,"Daniel Gross
",75
Safe Superintelligence,"Danny Brown
",75
Safe Superintelligence,"Darian Shirazi
",75
Safe Superintelligence,Dave Carruthers,75
Safe Superintelligence,"Dave Eisenberg
",75
Safe Superintelligence,Dave Hagewood,75
Safe Superintelligence,"David Breger
",75
Safe Superintelligence,"David Cheng
",75
Safe Superintelligence,David Estrada,75
Safe Superintelligence,"David Greenbaum
",75
Safe Superintelligence,David Karp,75
Safe Superintelligence,"David Mort
",75
Safe Superintelligence,David Mytton,75
Safe Superintelligence,David Opolon,75
Safe Superintelligence,David Reich,75
Safe Superintelligence,David Wadler,75
Safe Superintelligence,Demetrios Zoppos,75
Safe Superintelligence,Demis Hassabis,75
Safe Superintelligence,"Dheeraj Jain
",75
Safe Superintelligence,Dhruvil Sanghvi,75
Safe Superintelligence,Didier Valet,75
Safe Superintelligence,"Dinesh Agarwal
",75
Safe Superintelligence,Don Listwin,75
Safe Superintelligence,Drew Perkins,75
Safe Superintelligence,Eddie Hartman,75
Safe Superintelligence,Eduardo Mangarelli,75
Safe Superintelligence,Eli Portnoy,75
Safe Superintelligence,"Elizabeth Yin
",75
Safe Superintelligence,Ellen Pao,75
Safe Superintelligence,Emil Michael,75
Safe Superintelligence,"Emma Peng
",75
Safe Superintelligence,Emmett Shear,75
Safe Superintelligence,"Endiya
",75
Safe Superintelligence,Erhan Bilici,75
Safe Superintelligence,Eric Ries,75
Safe Superintelligence,Erik Hauglid,75
Safe Superintelligence,Erik Jansen,75
Safe Superintelligence,Ev Kontsevoy,75
Safe Superintelligence,"Eximius Ventures
",75
Safe Superintelligence,"Fabrice Grinda
",75
Safe Superintelligence,"Fady Yacoub
",75
Safe Superintelligence,"Fireside Ventures
",75
Safe Superintelligence,Florida Funders,75
Safe Superintelligence,"Fosun RZ
",75
Safe Superintelligence,Francis Nappez,75
Safe Superintelligence,Gail Goodman,75
Safe Superintelligence,"Ganesh Krishnan
",75
Safe Superintelligence,"Gary Sheynkman
",75
Safe Superintelligence,Gene Pache,75
Safe Superintelligence,George Hu,75
Safe Superintelligence,Gerard Buggy,75
Safe Superintelligence,"Giridhar Malpani
",75
Safe Superintelligence,GoingVC Patners,75
Safe Superintelligence,Grace Isford,75
Safe Superintelligence,Grit Ventures,75
Safe Superintelligence,Gus Laredo,75
Safe Superintelligence,Gyan Kapur,75
Safe Superintelligence,Halsey Minor,75
Safe Superintelligence,Hanno Renner,75
Safe Superintelligence,Hans Robertson,75
Safe Superintelligence,Harley Finkelstein,75
Safe Superintelligence,"Harpreet Singh Grover
",75
Safe Superintelligence,"Harsh Shah
",75
Safe Superintelligence,Helmut Juskewycz,75
Safe Superintelligence,Himanshu Aggarwal,75
Safe Superintelligence,"Hyderabad Angels
",75
Safe Superintelligence,Ian Hogarth,75
Safe Superintelligence,Ignacio Lucea,75
Safe Superintelligence,Ilia Papas,75
Safe Superintelligence,Indus Khaitan,75
Safe Superintelligence,"iSeed
",75
Safe Superintelligence,Ishan Sachdev,75
Safe Superintelligence,Iterative Venture,75
Safe Superintelligence,Ivan Alo,75
Safe Superintelligence,Jake Jolis,75
Safe Superintelligence,Jake Zeller,75
Safe Superintelligence,James Balmain,75
Safe Superintelligence,James Beshara,75
Safe Superintelligence,James Hilton,75
Safe Superintelligence,Jamie Quint,75
Safe Superintelligence,Jarrod Yuster,75
Safe Superintelligence,Jason Calacanis,75
Safe Superintelligence,Jason Knapp,75
Safe Superintelligence,Jason Shuman,75
Safe Superintelligence,Jason Tryfon,75
Safe Superintelligence,Jay Fulcher,75
Safe Superintelligence,Jay Vijayan,75
Safe Superintelligence,Jeff Baehr,75
Safe Superintelligence,Jeff Seibert,75
Safe Superintelligence,Jeffrey Sherwin,75
Safe Superintelligence,Jennifer Hyman,75
Safe Superintelligence,Jenny Fielding,75
Safe Superintelligence,Jeremy Verba,75
Safe Superintelligence,Jerry Lu,75
Safe Superintelligence,Jesse Middleton,75
Safe Superintelligence,Jessica Karr,75
Safe Superintelligence,Jinal Jhaveri,75
Safe Superintelligence,"Jitendra Gupta
",75
Safe Superintelligence,Joao Graca,75
Safe Superintelligence,Joe Zawadzki,75
Safe Superintelligence,Joey Low,75
Safe Superintelligence,Johann Hansmann,75
Safe Superintelligence,Johannis Hatt,75
Safe Superintelligence,John Nisi,75
Safe Superintelligence,Johnnie Yu,75
Safe Superintelligence,Jon Dahl,75
Safe Superintelligence,Jon Soberg,75
Safe Superintelligence,Jonathan Ehrlich,75
Safe Superintelligence,Jonathan Wasserstrum,75
Safe Superintelligence,Jostein Aksnes,75
Safe Superintelligence,JT Ventures,75
Safe Superintelligence,"Kalaari
",75
Safe Superintelligence,Kamal Kirpalani,75
Safe Superintelligence,Kamal Ravikant,75
Safe Superintelligence,Karel Doerner,75
Safe Superintelligence,Karim Atiyeh,75
Safe Superintelligence,Ken Moss,75
Safe Superintelligence,Ken Yeadon,75
Safe Superintelligence,Keshav Murugesh,75
Safe Superintelligence,Kevin Beales,75
Safe Superintelligence,Kevin Mahaffey,75
Safe Superintelligence,Khadim Batti,75
Safe Superintelligence,Kilian Thalhammer,75
Safe Superintelligence,Kirsten Green,75
Safe Superintelligence,Klaus Oestermann,75
Safe Superintelligence,Konstantin Unger,75
Safe Superintelligence,Krishna Mehra,75
Safe Superintelligence,Kristin (Stannard) Kent,75
Safe Superintelligence,"Kunal Bahl
",75
Safe Superintelligence,Kyle Porter,75
Safe Superintelligence,Lalit Keshre,75
Safe Superintelligence,Lars Kamp,75
Safe Superintelligence,"Lets Venture
",75
Safe Superintelligence,Li Jin,75
Safe Superintelligence,Liam Casey,75
Safe Superintelligence,Lightbox,75
Safe Superintelligence,Luisa Sucre,75
Safe Superintelligence,Luke Aviet,75
Safe Superintelligence,Lyndon Rive,75
Safe Superintelligence,Marc Verstaen,75
Safe Superintelligence,Marcin Kleczynski,75
Safe Superintelligence,Marcos Galperin,75
Safe Superintelligence,Mark Lee,75
Safe Superintelligence,Mats Kristiansen,75
Safe Superintelligence,Mats Lindoff,75
Safe Superintelligence,Matt Carey,75
Safe Superintelligence,Matt Gorniak,75
Safe Superintelligence,Melih Odemis,75
Safe Superintelligence,Merck Digital Sciences studio,75
Safe Superintelligence,Michael Lee,75
Safe Superintelligence,Michael Rubenstein,75
Safe Superintelligence,Michael Tanne,75
Safe Superintelligence,Michalis Michael,75
Safe Superintelligence,Michel Meyer,75
Safe Superintelligence,Mike Ettling,75
Safe Superintelligence,Mike McSherry,75
Safe Superintelligence,Mike Phillips,75
Safe Superintelligence,Mischa Rurup,75
Safe Superintelligence,"Miten Sampat
",75
Safe Superintelligence,"Mitesh Shah
",75
Safe Superintelligence,Mitt Chen,75
Safe Superintelligence,Mohammed Amdani,75
Safe Superintelligence,"Mohit Satyanand
",75
Safe Superintelligence,Mohit Saxena,75
Safe Superintelligence,Mudasar Mustafa,75
Safe Superintelligence,"Mumbai Angels
",75
Safe Superintelligence,Murugavel Janakiraman,75
Safe Superintelligence,Naoki Aoyagi,75
Safe Superintelligence,Nataraj Sindam,75
Safe Superintelligence,Nate Bosshard,75
Safe Superintelligence,Nate Cooper,75
Safe Superintelligence,Ned Staple,75
Safe Superintelligence,Neil Devani,75
Safe Superintelligence,Nick Gatfield,75
Safe Superintelligence,Nicolas Draca,75
Safe Superintelligence,Nicolaus Henke,75
Safe Superintelligence,Night Ventures,75
Safe Superintelligence,Nik Sharma,75
Safe Superintelligence,Nikhil Basu Trivedi,75
Safe Superintelligence,Nikhil Gopalani,75
Safe Superintelligence,"Nikhil Vora
",75
Safe Superintelligence,Niko Bonatsos,75
Safe Superintelligence,Nilesh Trivedi,75
Safe Superintelligence,"Nipun Mehra
",75
Safe Superintelligence,Nitin Gupta,75
Safe Superintelligence,Nitish Mittersain,75
Safe Superintelligence,"Nitish Mittersain
",75
Safe Superintelligence,Nolan Church,75
Safe Superintelligence,Oleg Rogynskyy,75
Safe Superintelligence,Osama Bedier,75
Safe Superintelligence,Oxford Angel Fund,75
Safe Superintelligence,"Pankaj Chaddah
",75
Safe Superintelligence,Pankaj Jain,75
Safe Superintelligence,Paolo Rubatto,75
Safe Superintelligence,Pathbreaker Ventures,75
Safe Superintelligence,Patrick Poschl,75
Safe Superintelligence,Paul Gouge,75
Safe Superintelligence,Pesu Venture Labs,75
Safe Superintelligence,Peter Preston,75
Safe Superintelligence,Peter Scheufen,75
Safe Superintelligence,Peter Shankman,75
Safe Superintelligence,Peyush Bansal,75
Safe Superintelligence,"Phanindra Sama
",75
Safe Superintelligence,Philippe Corrot,75
Safe Superintelligence,Philippe Langlois,75
Safe Superintelligence,"Pierre Giraud
",75
Safe Superintelligence,Pip Wilson,75
Safe Superintelligence,Prabhdeep Singh,75
Safe Superintelligence,"Prashant Tandon
",75
Safe Superintelligence,Qamar Aziz,75
Safe Superintelligence,"Qasar Younis
",75
Safe Superintelligence,"Quona Capital
",75
Safe Superintelligence,Rafal Han,75
Safe Superintelligence,"Rafeh Saleh
",75
Safe Superintelligence,Rafi Musher,75
Safe Superintelligence,Raghu Raghuram,75
Safe Superintelligence,Rahul Chari,75
Safe Superintelligence,Rahul Vohra,75
Safe Superintelligence,"Rajat Gupta
",75
Safe Superintelligence,"Rajesh Sawhney
",75
Safe Superintelligence,"Rajesh Yabaji
",75
Safe Superintelligence,Rajiv Ramaswami,75
Safe Superintelligence,Raju Indukuri,75
Safe Superintelligence,Ram Ravichandran,75
Safe Superintelligence,Raphael Danilo,75
Safe Superintelligence,"Raveen Sastry
",75
Safe Superintelligence,"Ravi Bhushan
",75
Safe Superintelligence,Ray Bradford,75
Safe Superintelligence,"Raymond Tonsing
",75
Safe Superintelligence,Raymond Wu,75
Safe Superintelligence,Redbud,75
Safe Superintelligence,Renaud Deraison,75
Safe Superintelligence,Rene Bellack,75
Safe Superintelligence,Revant Bhate,75
Safe Superintelligence,Ric Calvillo,75
Safe Superintelligence,Rich Waldron,75
Safe Superintelligence,"Ritesh Malik
",75
Safe Superintelligence,RiverPark Ventures,75
Safe Superintelligence,Rob Walling,75
Safe Superintelligence,Robert Gall,75
Safe Superintelligence,Robert Munoz,75
Safe Superintelligence,"Robert Wesley
",75
Safe Superintelligence,"Rohit Kapoor
",75
Safe Superintelligence,"Rohit M A
",75
Safe Superintelligence,Roland Schemers,75
Safe Superintelligence,Romain Afflelou,75
Safe Superintelligence,Ronald Rock,75
Safe Superintelligence,"Roots Ventures
",75
Safe Superintelligence,Roy Rodenstein,75
Safe Superintelligence,"Ruchi Kalra
",75
Safe Superintelligence,"Sachin Bansal
",75
Safe Superintelligence,Sagi Solomon,75
Safe Superintelligence,"Sahil Barua
",75
Safe Superintelligence,"Sam Campbell
",75
Safe Superintelligence,Sam Kassoumeh,75
Safe Superintelligence,Samir Hanna,75
Safe Superintelligence,"Sandeep Aggarwal
",75
Safe Superintelligence,"Sandeep Nailwal
",75
Safe Superintelligence,Sanjeev Barnwal,75
Safe Superintelligence,Sara Clemens,75
Safe Superintelligence,"Saurabh Aggarwal
",75
Safe Superintelligence,"Scott Belsky
",75
Safe Superintelligence,Scott Ryan,75
Safe Superintelligence,Sean Tomlinson,75
Safe Superintelligence,"Seeders
",75
Safe Superintelligence,"Sergio Romo
",75
Safe Superintelligence,Shailendra Singh,75
Safe Superintelligence,"Shane Mac
",75
Safe Superintelligence,Sharad Sanghi,75
Safe Superintelligence,"Sharad Sharma
",75
Safe Superintelligence,"Shashvat Nakrani
",75
Safe Superintelligence,"Sheel Mohnot
",75
Safe Superintelligence,"Shrishti Sahu
",75
Safe Superintelligence,"Shruti Gandhi
",75
Safe Superintelligence,"Shubham Gupta
",75
Safe Superintelligence,Simon Anderson,75
Safe Superintelligence,Simon Hook,75
Safe Superintelligence,"Social Alpha
",75
Safe Superintelligence,Sohaib Abbasi,75
Safe Superintelligence,"Sohail Prasad
",75
Safe Superintelligence,"Soraya Darabi
",75
Safe Superintelligence,SpringTime Ventures,75
Safe Superintelligence,Sputnik ATX,75
Safe Superintelligence,"Sriharsha Majety
",75
Safe Superintelligence,Srinath Ramakkrushnan,75
Safe Superintelligence,"Srinivas Anumolu
",75
Safe Superintelligence,Startup Sherpas,75
Safe Superintelligence,Stephan Schambach,75
Safe Superintelligence,Stephen Chau,75
Safe Superintelligence,Steve Norall,75
Safe Superintelligence,Steve Weber,75
Safe Superintelligence,Stuart Coulson,75
Safe Superintelligence,Stuart Marks,75
Safe Superintelligence,Sudheesh Nair,75
Safe Superintelligence,"Suhail Sameer
",75
Safe Superintelligence,"Sujeet Kumar
",75
Safe Superintelligence,"Sumit Jain
",75
Safe Superintelligence,Sunil Kalra,75
Safe Superintelligence,Sunil Paul,75
Safe Superintelligence,"Surojit Chatterjee
",75
Safe Superintelligence,Taku Harada,75
Safe Superintelligence,"Techstars
",75
Safe Superintelligence,TenOneTen Ventures,75
